"STORE","CITY","STATE","ZIP","MSA","MSA_NAME","MSA_POP","CENSUS_REGION","LATITUDE","LONGITUDE","MSA_INCOME","MSA_HIGH","MSA_BACH"
9303,"LOUISVILLE                              ","KY  ","40216     ",4520,"LOUISVILLE-JEFFERSON COUNTY, KY-IN                                              ",1233735,"SOUTH                                                       ",38.188886,85.83137,34100,76.1,21.3
9002,"NEW ORLEANS                             ","LA  ","70127     ",5560,"NEW ORLEANS-METAIRIE-KENNER, LA                                                 ",1030363,"SOUTH                                                       ",30.033475,89.97736,20722,77.7,22.6
8304,"TULSA                                   ","OK  ","74134     ",8560,"TULSA, OK                                                                       ",905755,"SOUTH                                                       ",36.114797,95.82105,33920,83.7,23.2
7902,"OXFORD                                  ","AL  ","36203     ",450,"ANNISTON-OXFORD, AL                                                             ",113103,"SOUTH                                                       ",33.591301,85.83571,27820,73.9,15.2
2809,"ST GEORGE                               ","UT  ","84790     ",0,"ST. GEORGE, UT                                                                  ",133791,"WEST                                                        ",37.075039,113.55568,22299,87.8,22.0
3103,"WICHITA                                 ","KS  ","67209     ",9040,"WICHITA, KS                                                                     ",596452,"MIDWEST                                                     ",37.67129,97.4372,33368,83.8,25.3
9302,"BATON ROUGE                             ","LA  ","70836     ",760,"BATON ROUGE, LA                                                                 ",770037,"SOUTH                                                       ",30.388292,91.08631,31630,81.9,24.9
1502,"FT MYERS                                ","FL  ","33901     ",2700,"CAPE CORAL-FORT MYERS, FL                                                       ",590564,"SOUTH                                                       ",26.62365,81.8727,34059,82.3,21.1
3307,"AUSTIN                                  ","TX  ","78746     ",640,"AUSTIN-ROUND ROCK, TX                                                           ",1598161,"SOUTH                                                       ",30.287739,97.8022,34005,84.8,36.7
3009,"MURRAY                                  ","UT  ","84107     ",7160,"SALT LAKE CITY, UT                                                              ",1099973,"WEST                                                        ",40.659997,111.88394,33279,87.5,26.5
9609,"LONGMONT                                ","CO  ","80501     ",1125,"BOULDER, CO                                                                     ",290262,"WEST                                                        ",40.171484,105.10033,45944,92.8,52.4
8404,"TULSA                                   ","OK  ","74133     ",8560,"TULSA, OK                                                                       ",905755,"SOUTH                                                       ",36.04309,95.88417,33920,83.7,23.2
9604,"MIDWEST CITY                            ","OK  ","73110     ",5880,"OKLAHOMA CITY, OK                                                               ",1192989,"SOUTH                                                       ",35.459478,97.39721,31630,83.6,24.4
303,"ST. ANN                                 ","MO  ","63074     ",7040,"ST. LOUIS, MO-IL                                                                ",2803707,"MIDWEST                                                     ",38.727184,90.38551,36174,81.5,16.9
9704,"SHAWNEE                                 ","OK  ","74804     ",0,"OK NONMETROPOLITAN AREA                                                         ",28692,"SOUTH                                                       ",35.375188,96.93162,27659,77.8,18.5
1102,"BRADENTON                               ","FL  ","34205     ",7510,"SARASOTA-BRADENTON-VENICE, FL                                                   ",687181,"SOUTH                                                       ",27.485617,82.58294,40112,84.7,24.6
9603,"LOUISVILLE                              ","KY  ","40219     ",4520,"LOUISVILLE-JEFFERSON COUNTY, KY-IN                                              ",1233735,"SOUTH                                                       ",38.141638,85.68218,34100,76.1,21.3
5004,"CHARLOTTE                               ","NC  ","28211     ",1520,"CHARLOTTE-GASTONIA-CONCORD, NC-SC                                               ",1651568,"SOUTH                                                       ",35.170094,80.79857,36151,80.8,27.1
5704,"AUGUSTA                                 ","GA  ","30909     ",600,"AUGUSTA-RICHMOND COUNTY, GA-SC                                                  ",528519,"SOUTH                                                       ",33.475936,82.0697,28105,80.1,22.1
2504,"FRANKLIN                                ","TN  ","37067     ",5360,"NASHVILLE-MURFREESBORO-FRANKLIN, TN                                             ",1521437,"SOUTH                                                       ",35.921811,86.7952,36445,81.4,26.9
5904,"AIKEN                                   ","SC  ","29803     ",600,"AUGUSTA-RICHMOND COUNTY, GA-SC                                                  ",528519,"SOUTH                                                       ",33.486049,81.70946,28105,76.8,18.8
5504,"PINEVILLE                               ","NC  ","28134     ",1520,"CHARLOTTE-GASTONIA-CONCORD, NC-SC                                               ",1651568,"SOUTH                                                       ",35.086017,80.89034,36151,80.8,27.1
1202,"SARASOTA                                ","FL  ","34239     ",7510,"SARASOTA-BRADENTON-VENICE, FL                                                   ",687181,"SOUTH                                                       ",27.310924,82.5213,40112,84.7,24.6
3109,"OGDEN                                   ","UT  ","84405     ",7160,"OGDEN-CLEARFIELD, UT                                                            ",518349,"WEST                                                        ",41.165551,111.9675,28208,87.5,26.5
9103,"LOUISVILLE                              ","KY  ","40207     ",4520,"LOUISVILLE-JEFFERSON COUNTY, KY-IN                                              ",1233735,"SOUTH                                                       ",38.257489,85.65134,34100,76.1,21.3
407,"FT. WORTH                               ","TX  ","76132     ",2800,"DALLAS-FORT WORTH-ARLINGTON, TX                                                 ",6145037,"SOUTH                                                       ",32.670345,97.4143,37075,79.9,28.4
4402,"VERO BEACH                              ","FL  ","32966     ",0,"SEBASTIAN-VERO BEACH, FL                                                        ",131837,"SOUTH                                                       ",27.645377,80.51468,41560,85.0,32.0
7904,"RICHMOND                                ","VA  ","23235     ",6760,"RICHMOND, VA                                                                    ",1212977,"SOUTH                                                       ",37.522514,77.56565,37169,82.6,29.2
307,"IRVING                                  ","TX  ","75062     ",2800,"DALLAS-FORT WORTH-ARLINGTON, TX                                                 ",6145037,"SOUTH                                                       ",32.846645,96.96733,37075,79.9,28.4
8709,"BROOMFIELD                              ","CO  ","80021     ",2080,"DENVER-AURORA, CO                                                               ",2464866,"WEST                                                        ",39.881608,105.09953,42574,86.4,34.2
202,"TAMPA                                   ","FL  ","33612     ",8280,"TAMPA-ST. PETERSBURG-CLEARWATER, FL                                             ",2723949,"SOUTH                                                       ",28.048595,82.45171,33008,81.5,21.7
3902,"SPANISH FORT                            ","AL  ","36527     ",1,"AL NONMETROPOLITAN AREA                                                         ",5797,"South                                                       ",30.684873,87.89723,56099,91.9,39.1
8802,"HAMMOND                                 ","LA  ","70403     ",0,"LA NONMETROPOLITAN AREA                                                         ",17639,"SOUTH                                                       ",30.484785,90.4762,26047,70.9,25.8
3004,"CHATTANOOGA                             ","TN  ","37421     ",1560,"CHATTANOOGA, TN-GA                                                              ",514568,"SOUTH                                                       ",35.028574,85.15939,31113,79.4,22.7
6503,"BEACHWOOD                               ","OH  ","44122     ",1680,"CLEVELAND-ELYRIA-MENTOR, OH                                                     ",2096471,"MIDWEST                                                     ",41.472881,81.52209,35542,82.9,23.3
5202,"PLANTATION                              ","FL  ","33388     ",2680,"MIAMI-FORT LAUDERDALE-POMPANO BEACH, FL                                         ",5413212,"SOUTH                                                       ",26.120714,80.25326,36293,73.9,22.9
604,"JONESBORO                               ","AR  ","72401     ",3700,"JONESBORO, AR                                                                   ",116402,"SOUTH                                                       ",35.844795,90.68443,25113,77.3,20.9
2807,"HARLINGEN                               ","TX  ","78552     ",1240,"BROWNSVILLE-HARLINGEN, TX                                                       ",387210,"SOUTH                                                       ",26.195591,97.75321,17374,55.2,13.4
9404,"OKLAHOMA CITY                           ","OK  ","73149     ",5880,"OKLAHOMA CITY, OK                                                               ",1192989,"SOUTH                                                       ",35.395362,97.49701,31630,83.6,24.4
4507,"SAN ANGELO                              ","TX  ","76904     ",7200,"SAN ANGELO, TX                                                                  ",108085,"SOUTH                                                       ",31.344515,100.47217,28777,76.2,19.5
3603,"TOPEKA                                  ","KS  ","66604     ",8440,"TOPEKA, KS                                                                      ",228692,"MIDWEST                                                     ",39.04045,95.71698,30629,85.9,25.3
7807,"PASADENA                                ","TX  ","77506     ",3360,"HOUSTON-SUGAR LAND-BAYTOWN, TX                                                  ",5628101,"SOUTH                                                       ",29.705678,95.20216,39052,76.4,26.5
7603,"TOLEDO                                  ","OH  ","43623     ",8400,"TOLEDO, OH                                                                      ",650955,"MIDWEST                                                     ",41.707649,83.64363,31429,84.1,21.6
5703,"CINCINNATI                              ","OH  ","45249     ",1640,"CINCINNATI-MIDDLETOWN, OH-KY-IN                                                 ",2133678,"MIDWEST                                                     ",39.278295,84.33049,35618,82.9,26.4
7204,"CHESAPEAKE                              ","VA  ","23320     ",5720,"VIRGINIA BEACH-NEWPORT NEWS, VA-NC                                              ",1658754,"SOUTH                                                       ",36.761698,76.24511,33316,84.8,23.9
7007,"THE WOODLANDS                           ","TX  ","77380     ",3360,"HOUSTON-SUGAR LAND-BAYTOWN, TX                                                  ",5628101,"SOUTH                                                       ",30.143485,95.46821,39052,76.4,26.5
9806,"MABELVALE                               ","AR  ","72103     ",4400,"LITTLE ROCK-NORTH LITTLE ROCK-CONWAY, AR                                        ",666401,"SOUTH                                                       ",34.598551,92.38169,32399,83.5,24.8
1609,"FLAGSTAFF                               ","AZ  ","86004     ",2620,"FLAGSTAFF, AZ                                                                   ",127450,"WEST                                                        ",35.253002,111.44851,27881,83.8,29.9
209,"SCOTTSDALE                              ","AZ  ","85251     ",6200,"PHOENIX-MESA-SCOTTSDALE, AZ                                                     ",4179427,"WEST                                                        ",33.494152,111.92079,32536,85.1,23.9
7804,"GLEN ALLEN                              ","VA  ","23060     ",6760,"RICHMOND, VA                                                                    ",1212977,"SOUTH                                                       ",37.661647,77.52632,37169,82.6,29.2
6403,"STRONGSVILLE                            ","OH  ","44136     ",1680,"CLEVELAND-ELYRIA-MENTOR, OH                                                     ",2096471,"MIDWEST                                                     ",41.312752,81.83197,35542,82.9,23.3
4903,"MOLINE                                  ","IL  ","61265     ",1960,"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL                                             ",376160,"MIDWEST                                                     ",41.490333,90.50006,32280,82.6,17.1
3402,"GAINESVILLE                             ","FL  ","32605     ",2900,"GAINESVILLE, FL                                                                 ",257099,"SOUTH                                                       ",29.676006,82.36889,28986,88.1,38.7
1007,"PLANO                                   ","TX  ","75075     ",2800,"DALLAS-FORT WORTH-ARLINGTON, TX                                                 ",6145037,"SOUTH                                                       ",33.024721,96.74038,37075,79.9,28.4
5502,"WEST PALM BEACH                         ","FL  ","33401     ",2680,"MIAMI-FORT LAUDERDALE-POMPANO BEACH, FL                                         ",5413212,"SOUTH                                                       ",26.711192,80.06043,36293,73.9,22.9
3809,"HELENA                                  ","MT  ","59601     ",0,"MT NONMETROPOLITAN AREA                                                         ",25780,"WEST                                                        ",46.588803,112.04193,25780,92.7,39.8
2702,"ORLANDO                                 ","FL  ","32803     ",5960,"ORLANDO-KISSIMMEE, FL                                                           ",2032496,"SOUTH                                                       ",28.557579,81.35244,31112,82.8,24.8
4907,"TYLER                                   ","TX  ","75703     ",8640,"TYLER, TX                                                                       ",198705,"SOUTH                                                       ",32.264365,95.31347,31258,80.2,22.5
4003,"WEST DES MOINES                         ","IA  ","50266     ",2120,"DES MOINES-WEST DES MOINES, IA                                                  ",546599,"MIDWEST                                                     ",41.581181,93.78287,37668,88.6,28.7
8703,"LEXINGTON                               ","KY  ","40503     ",4280,"LEXINGTON-FAYETTE, KY                                                           ",447173,"SOUTH                                                       ",38.007898,84.53452,33821,85.8,35.6
2604,"CLARKSVILLE                             ","TN  ","37040     ",1660,"CLARKSVILLE, TN-KY                                                              ",261816,"SOUTH                                                       ",36.528448,87.34142,29882,84.3,19.3
2309,"FARMINGTON                              ","NM  ","87402     ",0,"FARMINGTON, NM                                                                  ",122427,"WEST                                                        ",36.785816,108.14505,23230,83.6,19.7
103,"ST LOUIS                                ","MO  ","63117     ",7040,"ST. LOUIS, MO-IL                                                                ",2803707,"MIDWEST                                                     ",38.628402,90.32636,36174,81.5,16.9
1404,"VICKSBURG                               ","MS  ","39180     ",0,"MS NONMETROPOLITAN AREA                                                         ",26407,"SOUTH                                                       ",32.292761,90.87184,28466,73.6,19.1
1302,"SARASOTA                                ","FL  ","34238     ",7510,"SARASOTA-BRADENTON-VENICE, FL                                                   ",687181,"SOUTH                                                       ",27.240571,82.47836,40112,84.7,24.6
1009,"YUMA                                    ","AZ  ","85365     ",9360,"YUMA, AZ                                                                        ",190557,"WEST                                                        ",32.700018,114.52671,20424,65.8,11.8
7103,"AKRON                                   ","OH  ","44333     ",80,"AKRON, OH                                                                       ",699356,"MIDWEST                                                     ",41.144661,81.61948,33709,85.7,24.3
5203,"CINCINNATI                              ","OH  ","45246     ",1640,"CINCINNATI-MIDDLETOWN, OH-KY-IN                                                 ",2133678,"MIDWEST                                                     ",39.288558,84.47383,35618,82.9,26.4
1807,"PLANO                                   ","TX  ","75093     ",1920,"DALLAS-FORT WORTH-ARLINGTON, TX                                                 ",6145037,"SOUTH                                                       ",33.03505,96.80492,37075,79.9,28.4
403,"FLORISSANT                              ","MO  ","63034     ",7040,"ST. LOUIS, MO-IL                                                                ",2803707,"MIDWEST                                                     ",38.832863,90.29051,36174,81.5,16.9
7404,"NEWPORT NEWS                            ","VA  ","23602     ",5720,"VIRGINIA BEACH-NEWPORT NEWS, VA-NC                                              ",1658754,"SOUTH                                                       ",37.115698,76.5183,33316,84.8,23.9
3507,"CEDAR PARK                              ","TX  ","78613     ",640,"AUSTIN-ROUND ROCK, TX                                                           ",1598161,"SOUTH                                                       ",30.501272,97.83087,34005,84.8,36.7
7704,"RICHMOND                                ","VA  ","23235     ",6760,"RICHMOND, VA                                                                    ",1212977,"SOUTH                                                       ",37.522514,77.56565,37169,82.6,29.2
809,"CHANDLER                                ","AZ  ","85226     ",6200,"PHOENIX-MESA-SCOTTSDALE, AZ                                                     ",4179427,"WEST                                                        ",33.312208,111.93177,32536,85.1,23.9
5204,"GASTONIA                                ","NC  ","28054     ",1520,"CHARLOTTE-GASTONIA-CONCORD, NC-SC                                               ",1651568,"SOUTH                                                       ",35.263287,81.15312,36151,80.8,27.1
7003,"ASHTABULA                               ","OH  ","44004     ",0,"OH NONMETROPOLITAN AREA                                                         ",20962,"MIDWEST                                                     ",41.871212,80.79178,20963,78.0,10.4
1307,"SHERMAN                                 ","TX  ","75090     ",7640,"SHERMAN-DENISON, TX                                                             ",118675,"SOUTH                                                       ",33.632806,96.59106,25810,80.2,17.2
8602,"GRETNA                                  ","LA  ","70053     ",5560,"NEW ORLEANS-METAIRIE-KENNER, LA                                                 ",1030363,"SOUTH                                                       ",29.915355,90.05335,20722,77.7,22.6
503,"ST. LOUIS                               ","MO  ","63129     ",7040,"ST. LOUIS, MO-IL                                                                ",2803707,"MIDWEST                                                     ",38.469953,90.32161,36174,81.5,16.9
3302,"JACKSONVILLE                            ","FL  ","32256     ",3600,"JACKSONVILLE, FL                                                                ",40487,"SOUTH                                                       ",30.206922,81.54604,33732,83.6,22.9
3602,"MERRITT ISLAND                          ","FL  ","32952     ",4900,"PALM BAY-MELBOURNE-TITUSVILLE, FL                                               ",536161,"SOUTH                                                       ",28.350373,80.6691,31359,86.3,23.6
309,"PHOENIX                                 ","AZ  ","85051     ",6200,"PHOENIX-MESA-SCOTTSDALE, AZ                                                     ",4179427,"WEST                                                        ",33.559783,112.13361,32536,85.1,23.9
8102,"LAFAYETTE                               ","LA  ","70503     ",3880,"LAFAYETTE, LA                                                                   ",256494,"SOUTH                                                       ",30.185867,92.04706,31180,71.3,17.5
6703,"NORTH OLMSTED                           ","OH  ","44070     ",1680,"CLEVELAND-ELYRIA-MENTOR, OH                                                     ",2096471,"MIDWEST                                                     ",41.415097,81.91436,35542,82.9,23.3
6804,"COLUMBIA                                ","SC  ","29223     ",1760,"COLUMBIA, SC                                                                    ",716030,"SOUTH                                                       ",34.084069,80.93286,30927,84.3,29.2
4302,"TALLAHASSEE                             ","FL  ","32301     ",8240,"TALLAHASSEE, FL                                                                 ",352319,"SOUTH                                                       ",30.431283,84.26903,29026,85.9,36.7
1702,"LAKE WALES                              ","FL  ","33859     ",3980,"LAKELAND, FL                                                                    ",574746,"SOUTH                                                       ",27.894622,81.52824,27938,74.8,14.9
2104,"NASHVILLE                               ","TN  ","37215     ",5360,"NASHVILLE-MURFREESBORO-FRANKLIN, TN                                             ",1521437,"SOUTH                                                       ",36.098408,86.82522,36445,81.4,26.9
3504,"MONROE                                  ","LA  ","71203     ",5200,"MONROE, LA                                                                      ",172275,"SOUTH                                                       ",32.547067,92.04384,27723,78.6,22.7
7002,"TUSCALOOSA                              ","AL  ","35405     ",8600,"TUSCALOOSA, AL                                                                  ",205218,"SOUTH                                                       ",33.149246,87.52303,29408,78.8,24.0
4107,"CLOVIS                                  ","NM  ","88101     ",0,"NM NONMETROPOLITAN AREA                                                         ",42213,"WEST                                                        ",34.432846,103.22589,28878,77.5,15.7
4403,"LINCOLN                                 ","NE  ","68505     ",4360,"LINCOLN, NE                                                                     ",292219,"MIDWEST                                                     ",40.82655,96.62564,33612,90.5,32.6
2409,"EL PASO                                 ","TX  ","79925     ",2320,"EL PASO, TX                                                                     ",734669,"SOUTH                                                       ",31.782408,106.36353,22775,65.8,16.6
2207,"SAN ANTONIO                             ","TX  ","78247     ",7240,"SAN ANTONIO, TX                                                                 ",1990675,"SOUTH                                                       ",29.581304,98.40889,30109,76.2,19.5
3304,"BOSSIER CITY                            ","LA  ","71111     ",7680,"SHREVEPORT-BOSSIER CITY, LA                                                     ",387583,"SOUTH                                                       ",32.552315,93.70836,30527,78.9,19.1
404,"PINE BLUFF                              ","AR  ","71601     ",6240,"PINE BLUFF, AR                                                                  ",101484,"SOUTH                                                       ",34.215648,91.98841,23526,74.8,15.7
2402,"SANFORD                                 ","FL  ","32771     ",5960,"ORLANDO-KISSIMMEE, FL                                                           ",2032496,"SOUTH                                                       ",28.803979,81.28761,31112,82.8,24.8
3607,"COLLEGE STATION                         ","TX  ","77840     ",1260,"COLLEGE STATION-BRYAN, TX                                                       ",203371,"SOUTH                                                       ",30.614647,96.32641,24933,81.3,37.0
4203,"COUNCIL BLUFFS                          ","IA  ","51503     ",5920,"OMAHA-COUNCIL BLUFFS, NE-IA                                                     ",829890,"MIDWEST                                                     ",41.2544,95.79062,37373,84.0,15.0
8209,"AURORA                                  ","CO  ","80012     ",2080,"DENVER-AURORA, CO                                                               ",2464866,"WEST                                                        ",39.698387,104.83956,42574,86.4,34.2
2707,"MCALLEN                                 ","TX  ","78501     ",4880,"MCALLEN-EDINBURG-MISSION, TX                                                    ",710514,"SOUTH                                                       ",26.213105,98.23579,16022,50.5,12.9
8403,"PADUCAH                                 ","KY  ","42001     ",0,"KY NONMETROPOLITAN AREA                                                         ",26307,"SOUTH                                                       ",37.066543,88.65687,26137,76.6,18.6
8007,"HUMBLE                                  ","TX  ","77338     ",3360,"HOUSTON-SUGAR LAND-BAYTOWN, TX                                                  ",5628101,"SOUTH                                                       ",30.005691,95.28488,39052,76.4,26.5
6109,"PALMDALE                                ","CA  ","93551     ",4480,"LOS ANGELES-LONG BEACH-SANTA ANA, CA                                            ",12875587,"WEST                                                        ",34.606146,118.18495,36917,73.0,24.4
3804,"ASHEBORO                                ","NC  ","27203     ",3120,"GREENSBORO-HIGH POINT, NC                                                       ",698497,"SOUTH                                                       ",35.686122,79.82919,30909,78.6,22.9
3403,"SALINA                                  ","KS  ","67401     ",0,"KS NONMETROPOLITAN AREA                                                         ",46140,"MIDWEST                                                     ",38.827875,97.61553,46140,86.1,20.3
8604,"MUSKOGEE                                ","OK  ","74401     ",0,"OK NONMETROPOLITAN AREA                                                         ",38310,"SOUTH                                                       ",35.739681,95.40711,26418,75.3,17.5
4202,"PENSACOLA                               ","FL  ","32504     ",6080,"PENSACOLA-FERRY PASS-BRENT, FL                                                  ",453451,"SOUTH                                                       ",30.48787,87.18937,27701,83.0,21.5
4503,"GRAND ISLAND                            ","NE  ","68803     ",0,"NE NONMETROPOLITAN AREA                                                         ",42940,"MIDWEST                                                     ",40.916866,98.38749,36044,81.2,15.8
4504,"WINSTON-SALEM                           ","NC  ","27103     ",3120,"WINSTON-SALEM, NC                                                               ",463159,"SOUTH                                                       ",36.066545,80.30733,32345,78.6,22.9
